     2    0.107719290983505857184354681521654129028320E+04    0.455551829584206965928494525996939046308398E-01    0.323294673225729756183000063174404203891754E+01
     3    0.101738619071289849671302363276481628417969E+04    0.708187133636113269608003406574425753206015E-01    0.392538582563814353321163252985570579767227E+01
     4    0.958445596564901734382146969437599182128906E+03    0.757739744370222456648633624354260973632336E-01    0.395084033127987099831557316065300256013870E+01
     5    0.912787938226523579032800626009702682495117E+03    0.637812693537572472646246524163871072232723E-01    0.359883472817227545448304226738400757312775E+01
     6    0.880006488342754551013058517128229141235352E+03    0.446472567829870950473214463727344991639256E-01    0.308482432944274487240932103304658085107803E+01
     7    0.857812286313668892034911550581455230712891E+03    0.271021021711778942187009988629142753779888E-01    0.254277767654237951688855901011265814304352E+01
     8    0.843417098462935769020987208932638168334961E+03    0.153636326470124335435984974651546508539468E-01    0.205133140427961757623620542290154844522476E+01
     9    0.835109330584644794726045802235603332519531E+03    0.943750047215173408499122587045349064283073E-02    0.164665688891213823907833102566655725240707E+01
    10    0.831493602055147107421362306922674179077148E+03    0.721212154949306578910483978006595862098038E-02    0.134504721945314109632363397395238280296326E+01
    11    0.831115009419217017239134293049573898315430E+03    0.646531527857781979085061152545677032321692E-02    0.114825281089539688039735665370244532823563E+01
    12    0.834161457595951901566877495497465133666992E+03    0.586120557349356641196891359868459403514862E-02    0.104931952019022012301263657718664035201073E+01
    13    0.839361469684592520934529602527618408203125E+03    0.521012757703406305387350272440016851760447E-02    0.102276453041149162359602087235543876886368E+01
    14    0.845368950295774311598506756126880645751953E+03    0.459623208061549822639468843021859356667846E-02    0.104132738228679921910213579394621774554253E+01
    15    0.852578782234595109912334010004997253417969E+03    0.420689191630392068932398075276068993844092E-02    0.108885729067361114452694437204627320170403E+01
    16    0.861614516407736118708271533250808715820312E+03    0.419023641581183024090728750365997257176787E-02    0.115260633985570404291820523212663829326630E+01
    17    0.872273397933751880373165477067232131958008E+03    0.443419886878768619575819087685886188410223E-02    0.122232841769220690331110290571814402937889E+01
    18    0.884126411879981446872989181429147720336914E+03    0.478885002897497160517792380574064736720175E-02    0.128939102536664296216883940360276028513908E+01
    19    0.896665808897029137369827367365360260009766E+03    0.521300654856131796127671762519639742095023E-02    0.134911431378475876741163119731936603784561E+01
    20    0.909478663687172002028091810643672943115234E+03    0.571005187590846279011014274828994530253112E-02    0.139956382920313515683119476307183504104614E+01
