     2    0.107681543220118487624858971685171127319336E+04    0.455931056263426393027060612439527176320553E-01    0.322681313090201982163307548034936189651489E+01
     3    0.101730251203133593662641942501068115234375E+04    0.708702146372546665231695328657224308699369E-01    0.391900061009181444049431775056291371583939E+01
     4    0.958542238935733053040166851133108139038086E+03    0.758117163449847225598077216091041918843985E-01    0.394554846978692719261516685946844518184662E+01
     5    0.912976753685631706503045279532670974731445E+03    0.637933540069019894280799576335994061082602E-01    0.359505740782151805845501257863361388444901E+01
     6    0.880237868848998800785921048372983932495117E+03    0.446397308218456148609654121628409484401345E-01    0.308240421628513150409389709238894283771515E+01
     7    0.858062179268642466922756284475326538085938E+03    0.270886483127758259659145778641686774790287E-01    0.254137465089259029227264363726135343313217E+01
     8    0.843670651175125499321438837796449661254883E+03    0.153547909314960800281069097650288313161582E-01    0.205059160057444600511189491953700780868530E+01
     9    0.835356025344509703245421405881643295288086E+03    0.943624102390253419181398442106001311913133E-02    0.164633772420578727846418587432708591222763E+01
    10    0.831728827064177380634646397083997726440430E+03    0.721567683258475707497314743932292913086712E-02    0.134500591473196751124419279221910983324051E+01
    11    0.831338723053178000554908066987991333007812E+03    0.646954298576983728719103083903974038548768E-02    0.114837567060704714982932728162268176674843E+01
    12    0.834376390077502833264588844031095504760742E+03    0.586372719988330175222568385606791707687080E-02    0.104950257025303672619997996662277728319168E+01
    13    0.839571575945532003970583900809288024902344E+03    0.521067672980139034999425007299578282982111E-02    0.102292760514508840330449856992345303297043E+01
    14    0.845578618393868055136408656835556030273438E+03    0.459610944636874851898511451508966274559498E-02    0.104142088557325451780855019023874774575233E+01
    15    0.852790949502175294583139475435018539428711E+03    0.420702694452799660917996504849725170060992E-02    0.108887328616746725806763151922496035695076E+01
    16    0.861830696192394725585472770035266876220703E+03    0.419079503663466555046790418259661237243563E-02    0.115256911973102482704689464299008250236511E+01
    17    0.872495670412515210045967251062393188476562E+03    0.443495268059795281351265217040236166212708E-02    0.122224568742080985650488855753792449831963E+01
