    0.999999974737875163555145263671875000000000E-04    0.674678710937500000000000000000000000000000E+03
    0.102020130725577473640441894531250000000000E-03    0.687814208984375000000000000000000000000000E+03
    0.104081082099582999944686889648437500000000E-03    0.701204589843750000000000000000000000000000E+03
    0.106183659227099269628524780273437500000000E-03    0.714854797363281250000000000000000000000000E+03
    0.108328706119209527969360351562500000000000E-03    0.728769775390625000000000000000000000000000E+03
    0.110517095890827476978302001953125000000000E-03    0.742954650878906250000000000000000000000000E+03
    0.112749679828993976116180419921875000000000E-03    0.757414672851562500000000000000000000000000E+03
    0.115027374704368412494659423828125000000000E-03    0.772155090332031250000000000000000000000000E+03
    0.117351090011652559041976928710937500000000E-03    0.787181152343750000000000000000000000000000E+03
    0.119721727969590574502944946289062500000000E-03    0.802498474121093750000000000000000000000000E+03
    0.122140278108417987823486328125000000000000E-03    0.818112609863281250000000000000000000000000E+03
    0.124607671750709414482116699218750000000000E-03    0.834028991699218750000000000000000000000000E+03
    0.127124920254573225975036621093750000000000E-03    0.850253845214843750000000000000000000000000E+03
    0.129692998598329722881317138671875000000000E-03    0.866792602539062500000000000000000000000000E+03
    0.132312969071790575981140136718750000000000E-03    0.883651489257812500000000000000000000000000E+03
    0.134985879412852227687835693359375000000000E-03    0.900836486816406250000000000000000000000000E+03
    0.137712777359411120414733886718750000000000E-03    0.918353942871093750000000000000000000000000E+03
    0.140494754305109381675720214843750000000000E-03    0.936210205078125000000000000000000000000000E+03
    0.143332930747419595718383789062500000000000E-03    0.954411437988281250000000000000000000000000E+03
    0.146228456287644803524017333984375000000000E-03    0.972964355468750000000000000000000000000000E+03
    0.149182465975172817707061767578125000000000E-03    0.991875671386718750000000000000000000000000E+03
    0.152196153067052364349365234375000000000000E-03    0.101115209960937500000000000000000000000000E+04
    0.155270710820332169532775878906250000000000E-03    0.103080041503906250000000000000000000000000E+04
    0.158407390699721872806549072265625000000000E-03    0.105082788085937500000000000000000000000000E+04
    0.161607444169931113719940185546875000000000E-03    0.107124157714843750000000000000000000000000E+04
    0.164872122695669531822204589843750000000000E-03    0.109204870605468750000000000000000000000000E+04
    0.168202750501222908496856689453125000000000E-03    0.111325646972656250000000000000000000000000E+04
    0.171600666362792253494262695312500000000000E-03    0.113487280273437500000000000000000000000000E+04
    0.175067238160409033298492431640625000000000E-03    0.115690515136718750000000000000000000000000E+04
    0.178603833774104714393615722656250000000000E-03    0.117936108398437500000000000000000000000000E+04
    0.182211864739656448364257812500000000000000E-03    0.120224877929687500000000000000000000000000E+04
    0.185892800800502300262451171875000000000000E-03    0.122557641601562500000000000000000000000000E+04
    0.189648068044334650039672851562500000000000E-03    0.124935168457031250000000000000000000000000E+04
    0.193479223526082932949066162109375000000000E-03    0.127358337402343750000000000000000000000000E+04
    0.197387780644930899143218994140625000000000E-03    0.129827966308593750000000000000000000000000E+04
    0.201375267351977527141571044921875000000000E-03    0.132344909667968750000000000000000000000000E+04
    0.205443298909813165664672851562500000000000E-03    0.134910070800781250000000000000000000000000E+04
    0.209593548788689076900482177734375000000000E-03    0.137524304199218750000000000000000000000000E+04
    0.213827603147365152835845947265625000000000E-03    0.140188549804687500000000000000000000000000E+04
    0.218147222767584025859832763671875000000000E-03    0.142903674316406250000000000000000000000000E+04
    0.222554081119596958160400390625000000000000E-03    0.145670629882812500000000000000000000000000E+04
    0.227049968088977038860321044921875000000000E-03    0.148490368652343750000000000000000000000000E+04
    0.231636688113212585449218750000000000000000E-03    0.151363842773437500000000000000000000000000E+04
    0.236316060181707143783569335937500000000000E-03    0.154292016601562500000000000000000000000000E+04
    0.241089961491525173187255859375000000000000E-03    0.157275854492187500000000000000000000000000E+04
    0.245960312895476818084716796875000000000000E-03    0.160316406250000000000000000000000000000000E+04
    0.250929006142541766166687011718750000000000E-03    0.163414685058593750000000000000000000000000E+04
    0.255998136708512902259826660156250000000000E-03    0.166571655273437500000000000000000000000000E+04
    0.261169654550030827522277832031250000000000E-03    0.169788427734375000000000000000000000000000E+04
    0.266445596935227513313293457031250000000000E-03    0.173066052246093750000000000000000000000000E+04
    0.271828175755217671394348144531250000000000E-03    0.176405566406250000000000000000000000000000E+04
    0.277319486485794186592102050781250000000000E-03    0.179808105468750000000000000000000000000000E+04
    0.282921682810410857200622558593750000000000E-03    0.183274719238281250000000000000000000000000E+04
    0.288637093035504221916198730468750000000000E-03    0.186806555175781250000000000000000000000000E+04
    0.294467929052188992500305175781250000000000E-03    0.190404736328125000000000000000000000000000E+04
    0.300416606478393077850341796875000000000000E-03    0.194070385742187500000000000000000000000000E+04
    0.306485395412892103195190429687500000000000E-03    0.197804687500000000000000000000000000000000E+04
    0.312676827888935804367065429687500000000000E-03    0.201608776855468750000000000000000000000000E+04
    0.318993290420621633529663085937500000000000E-03    0.205483862304687500000000000000000000000000E+04
    0.325437402352690696716308593750000000000000E-03    0.209431103515625000000000000000000000000000E+04
    0.332011666614562273025512695312500000000000E-03    0.213451757812500000000000000000000000000000E+04
    0.338718760758638381958007812500000000000000E-03    0.217547021484375000000000000000000000000000E+04
    0.345561362337321043014526367187500000000000E-03    0.221718066406250000000000000000000000000000E+04
    0.352542119799181818962097167968750000000000E-03    0.225966210937500000000000000000000000000000E+04
    0.359663943527266383171081542968750000000000E-03    0.230292651367187500000000000000000000000000E+04
    0.366929627489298582077026367187500000000000E-03    0.234698657226562500000000000000000000000000E+04
    0.374342111172154545783996582031250000000000E-03    0.239185498046875000000000000000000000000000E+04
    0.381904304958879947662353515625000000000000E-03    0.243754394531250000000000000000000000000000E+04
    0.389619322959333658218383789062500000000000E-03    0.248406762695312500000000000000000000000000E+04
    0.397490162868052721023559570312500000000000E-03    0.253143725585937500000000000000000000000000E+04
    0.405519997002556920051574707031250000000000E-03    0.257966674804687500000000000000000000000000E+04
    0.413712026784196496009826660156250000000000E-03    0.262876904296875000000000000000000000000000E+04
    0.422069540945813059806823730468750000000000E-03    0.267875683593750000000000000000000000000000E+04
    0.430595915531739592552185058593750000000000E-03    0.272964306640625000000000000000000000000000E+04
    0.439294555690139532089233398437500000000000E-03    0.278144116210937500000000000000000000000000E+04
    0.448168895673006772994995117187500000000000E-03    0.283416381835937500000000000000000000000000E+04
    0.457222486147657036781311035156250000000000E-03    0.288782397460937500000000000000000000000000E+04
    0.466458965092897415161132812500000000000000E-03    0.294243457031250000000000000000000000000000E+04
    0.475882086902856826782226562500000000000000E-03    0.299800854492187500000000000000000000000000E+04
    0.485495518660172820091247558593750000000000E-03    0.305455908203125000000000000000000000000000E+04
    0.495303189381957054138183593750000000000000E-03    0.311209863281250000000000000000000000000000E+04
    0.505309028085321187973022460937500000000000E-03    0.317063989257812500000000000000000000000000E+04
    0.515516963787376880645751953125000000000000E-03    0.323019531250000000000000000000000000000000E+04
    0.525931071024388074874877929687500000000000E-03    0.329077734375000000000000000000000000000000E+04
    0.536555540747940540313720703125000000000000E-03    0.335239819335937500000000000000000000000000E+04
    0.547394680324941873550415039062500000000000E-03    0.341507006835937500000000000000000000000000E+04
    0.558452797122299671173095703125000000000000E-03    0.347880419921875000000000000000000000000000E+04
    0.569734314922243356704711914062500000000000E-03    0.354361279296875000000000000000000000000000E+04
    0.581243715714663267135620117187500000000000E-03    0.360950683593750000000000000000000000000000E+04
    0.592985597904771566390991210937500000000000E-03    0.367649780273437500000000000000000000000000E+04
    0.604964734520763158798217773437500000000000E-03    0.374459545898437500000000000000000000000000E+04
    0.617185782175511121749877929687500000000000E-03    0.381381005859375000000000000000000000000000E+04
    0.629653746727854013442993164062500000000000E-03    0.388415258789062500000000000000000000000000E+04
    0.642373692244291305541992187500000000000000E-03    0.395563183593750000000000000000000000000000E+04
    0.655350449960678815841674804687500000000000E-03    0.402825683593750000000000000000000000000000E+04
    0.668589433189481496810913085937500000000000E-03    0.410203662109375000000000000000000000000000E+04
    0.682095822412520647048950195312500000000000E-03    0.417697851562500000000000000000000000000000E+04
    0.695875030942261219024658203125000000000000E-03    0.425308984375000000000000000000000000000000E+04
    0.709932646714150905609130859375000000000000E-03    0.433037841796875000000000000000000000000000E+04
    0.724274199455976486206054687500000000000000E-03    0.440884960937500000000000000000000000000000E+04
    0.738905626349151134490966796875000000000000E-03    0.448850878906250000000000000000000000000000E+04
    0.753832457121461629867553710937500000000000E-03    0.456936181640625000000000000000000000000000E+04
    0.769060861784964799880981445312500000000000E-03    0.465141210937500000000000000000000000000000E+04
    0.784596893936395645141601562500000000000000E-03    0.473466357421875000000000000000000000000000E+04
    0.800446781795471906661987304687500000000000E-03    0.481911767578125000000000000000000000000000E+04
    0.816616869997233152389526367187500000000000E-03    0.490477685546875000000000000000000000000000E+04
