  0.150059E-05  0.198548E+08  0.198548E+08  0.264728E+08  0.264728E+08  0.198572E+08  0.122277E+08  0.527453E+00  0.198548E+08
  0.151568E-05  0.198548E+08  0.198548E+08  0.264728E+08  0.264728E+08  0.198572E+08  0.122277E+08  0.527453E+00  0.198548E+08
  0.153091E-05  0.198548E+08  0.198548E+08  0.264728E+08  0.264728E+08  0.198572E+08  0.122277E+08  0.527453E+00  0.198548E+08
  0.154629E-05  0.198548E+08  0.198548E+08  0.264728E+08  0.264728E+08  0.198572E+08  0.122277E+08  0.527453E+00  0.198548E+08
  0.156183E-05  0.198548E+08  0.198548E+08  0.264728E+08  0.264728E+08  0.198572E+08  0.122277E+08  0.527453E+00  0.198548E+08
  0.157753E-05  0.198548E+08  0.198548E+08  0.264728E+08  0.264728E+08  0.198572E+08  0.122277E+08  0.527453E+00  0.198548E+08
  0.159339E-05  0.198548E+08  0.198548E+08  0.264727E+08  0.264727E+08  0.198572E+08  0.122277E+08  0.527453E+00  0.198548E+08
  0.160940E-05  0.198548E+08  0.198548E+08  0.264727E+08  0.264727E+08  0.198572E+08  0.122277E+08  0.527453E+00  0.198548E+08
  0.162557E-05  0.198548E+08  0.198548E+08  0.264727E+08  0.264727E+08  0.198572E+08  0.122277E+08  0.527453E+00  0.198548E+08
  0.164191E-05  0.198548E+08  0.198548E+08  0.264727E+08  0.264727E+08  0.198572E+08  0.122277E+08  0.527453E+00  0.198548E+08
  0.165841E-05  0.198548E+08  0.198548E+08  0.264727E+08  0.264727E+08  0.198572E+08  0.122277E+08  0.527453E+00  0.198548E+08
  0.167508E-05  0.198548E+08  0.198548E+08  0.264727E+08  0.264727E+08  0.198572E+08  0.122277E+08  0.527453E+00  0.198548E+08
  0.169192E-05  0.198548E+08  0.198548E+08  0.264727E+08  0.264727E+08  0.198572E+08  0.122277E+08  0.527453E+00  0.198548E+08
  0.170892E-05  0.198548E+08  0.198548E+08  0.264727E+08  0.264727E+08  0.198572E+08  0.122277E+08  0.527453E+00  0.198548E+08
  0.172609E-05  0.198548E+08  0.198548E+08  0.264727E+08  0.264727E+08  0.198572E+08  0.122277E+08  0.527453E+00  0.198548E+08
  0.174344E-05  0.198548E+08  0.198548E+08  0.264727E+08  0.264727E+08  0.198572E+08  0.122277E+08  0.527453E+00  0.198548E+08
  0.176096E-05  0.198548E+08  0.198548E+08  0.264727E+08  0.264727E+08  0.198572E+08  0.122277E+08  0.527453E+00  0.198548E+08
  0.177866E-05  0.198548E+08  0.198548E+08  0.264727E+08  0.264727E+08  0.198572E+08  0.122277E+08  0.527453E+00  0.198548E+08
  0.179654E-05  0.198548E+08  0.198548E+08  0.264727E+08  0.264727E+08  0.198572E+08  0.122277E+08  0.527453E+00  0.198548E+08
