     2    0.97315E+03    0.44429E-01    0.32489E+01
     3    0.89495E+03    0.65475E-01    0.38851E+01
     4    0.82782E+03    0.65209E-01    0.37964E+01
     5    0.78166E+03    0.50244E-01    0.33063E+01
     6    0.75430E+03    0.31921E-01    0.26601E+01
     7    0.74252E+03    0.18038E-01    0.20210E+01
     8    0.74258E+03    0.10598E-01    0.14875E+01
     9    0.75144E+03    0.77864E-02    0.11048E+01
    10    0.76761E+03    0.69629E-02    0.88295E+00
    11    0.78886E+03    0.64931E-02    0.80219E+00
    12    0.81467E+03    0.59903E-02    0.83265E+00
    13    0.84415E+03    0.56580E-02    0.92774E+00
    14    0.87628E+03    0.57101E-02    0.10419E+01
    15    0.91048E+03    0.60459E-02    0.11501E+01
    16    0.94643E+03    0.65122E-02    0.12358E+01
    17    0.98436E+03    0.70629E-02    0.12949E+01
    18    0.10244E+04    0.77090E-02    0.13279E+01
    19    0.10661E+04    0.85855E-02    0.13388E+01
    20    0.11088E+04    0.98252E-02    0.13343E+01
    21    0.11524E+04    0.11428E-01    0.13252E+01
    22    0.11969E+04    0.13345E-01    0.13206E+01
    23    0.12424E+04    0.15476E-01    0.13173E+01
    24    0.12887E+04    0.17734E-01    0.13098E+01
    25    0.13358E+04    0.20150E-01    0.12978E+01
    26    0.13836E+04    0.22782E-01    0.12807E+01
    27    0.14322E+04    0.25685E-01    0.12542E+01
    28    0.14817E+04    0.28910E-01    0.12140E+01
    29    0.15320E+04    0.32504E-01    0.11617E+01
    30    0.15829E+04    0.36497E-01    0.10994E+01
    31    0.16342E+04    0.40855E-01    0.10278E+01
    32    0.16858E+04    0.45540E-01    0.94626E+00
    33    0.17376E+04    0.50555E-01    0.85205E+00
    34    0.17895E+04    0.55914E-01    0.74334E+00
    35    0.18414E+04    0.61636E-01    0.62465E+00
    36    0.18930E+04    0.67728E-01    0.49940E+00
    37    0.19446E+04    0.74147E-01    0.36000E+00
    38    0.19963E+04    0.80854E-01    0.19810E+00
    39    0.20478E+04    0.87885E-01    0.13009E-01
    40    0.20988E+04    0.95296E-01   -0.19404E+00
    41    0.21491E+04    0.10313E+00   -0.42197E+00
    42    0.21985E+04    0.11139E+00   -0.67037E+00
    43    0.22472E+04    0.12006E+00   -0.93899E+00
    44    0.22951E+04    0.12913E+00   -0.12276E+01
    45    0.23422E+04    0.13859E+00   -0.15359E+01
    46    0.23886E+04    0.14843E+00   -0.18638E+01
    47    0.24342E+04    0.15864E+00   -0.22115E+01
    48    0.24791E+04    0.16922E+00   -0.25794E+01
    49    0.25231E+04    0.18017E+00   -0.29676E+01
    50    0.25663E+04    0.19148E+00   -0.33767E+01
    51    0.26087E+04    0.20316E+00   -0.38066E+01
    52    0.26502E+04    0.21519E+00   -0.42567E+01
    53    0.26911E+04    0.22759E+00   -0.47263E+01
    54    0.27314E+04    0.24035E+00   -0.52143E+01
    55    0.27712E+04    0.25349E+00   -0.57199E+01
    56    0.28106E+04    0.26701E+00   -0.62426E+01
    57    0.28497E+04    0.28088E+00   -0.67825E+01
    58    0.28884E+04    0.29511E+00   -0.73401E+01
    59    0.29270E+04    0.30967E+00   -0.79157E+01
    60    0.29653E+04    0.32455E+00   -0.85098E+01
    61    0.30036E+04    0.33974E+00   -0.91227E+01
    62    0.30418E+04    0.35522E+00   -0.97538E+01
    63    0.30800E+04    0.37099E+00   -0.10402E+02
    64    0.31182E+04    0.38701E+00   -0.11068E+02
    65    0.31565E+04    0.40329E+00   -0.11749E+02
    66    0.31949E+04    0.41980E+00   -0.12445E+02
    67    0.32335E+04    0.43653E+00   -0.13156E+02
    68    0.32723E+04    0.45347E+00   -0.13881E+02
    69    0.33113E+04    0.47060E+00   -0.14619E+02
    70    0.33505E+04    0.48791E+00   -0.15370E+02
    71    0.33900E+04    0.50538E+00   -0.16133E+02
    72    0.34297E+04    0.52299E+00   -0.16907E+02
    73    0.34697E+04    0.54072E+00   -0.17693E+02
